"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Schöfferhofer Kristallweizen","Binding-Brauerei AG","81","http://beeradvocate.com/beer/profile/290/4768/","Kristalweizen","{'Brazil': 1, 'Singapore': 1, 'Australia': 11, 'Wisconsin': 1, 'South Africa': 1, 'Michigan': 1, 'Finland': 1, 'Washington': 1, 'Virginia': 1, 'Illinois': 3, 'Kansas': 1, 'California': 1, 'Texas': 1, 'Missouri': 2, 'Germany': 2, 'Ohio': 1, 'Minnesota': 1, 'United Kingdom (England)': 1, 'Spain': 1, 'Ontario (Canada)': 1}","34","205","21","122","54","97","23","43"
